Title,belongs_to_collection,genres,original_lang,overview,popularity,production_countries,release_date,runtime,spoken langs,tagline,vote_average,vote_count
"tf.Tensor(
[[  938     2     3     2     7 18512   305     3     7    35  9737     2
   1016    76     1]], shape=(1, 15), dtype=int32)",0,"tf.Tensor(
[[784   3  31  71   3  29   3  23   3  51   3   9   3  17   3  23   3  32
    3  29   3  31   3   6   3  31 309   3  52   3   9   3  51   3   9   3
   31   3   6   3  31 377   3   9   3  51   3  23   3  40   3  63   3  31
    3   6   3  31 391   3  32   3  51   3   9   3  29   3  75   3  15   3
   31   3 908   1]], shape=(1, 76), dtype=int32)","tf.Tensor([[2662    1]], shape=(1, 2), dtype=int32)","tf.Tensor(
[[ 5245  4413    16 18973 11259    31     7   280    10   112  1675    28
   4823  1665    11    70  5241 13608   117   112  9888    28  4540     9
     15     6   113    19  2829   120    16   333    28   376   117     8
   7328    11 19142     7    13  3165  4500     6    46 24357   280    16
      3     9  2107   690     5     1]], shape=(1, 54), dtype=int32)",29.101999282836918,"tf.Tensor([[784   3  31 446   3   9   3 102   3   9   3  29   3  31   3 908   1]], shape=(1, 17), dtype=int32)",2007,63.0,"tf.Tensor([[784   3  31   3   2   3   2   3   2   3  31   3 908   1]], shape=(1, 14), dtype=int32)","tf.Tensor([[ 486  125 1634  398   27  619   12  217   25  541   58    1]], shape=(1, 12), dtype=int32)",7.300000190734863,1688.0
"tf.Tensor([[14450  3259    10  4969     5   204     1]], shape=(1, 7), dtype=int32)",1,"tf.Tensor(
[[784   3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3   6
    3  31 205   3  52   3  23   3  51   3  15   3  31   3   6   3  31 332
    3 107   3  52   3  23   3  40   3  40   3  15   3  52   3  31   3 908
    1]], shape=(1, 55), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   37 26846    73 12301  1007   120  3256    30   160     3 25202    53
  10785   545    13 27831   581     8  1928    13    38     7  6500    29
      7   113   141  1971    12  5781   160    11   160    73  7473   861
      5   451  8305   284    13   160  1798  7573     7    80    18   969
     18   782     6  6450   326     8  8926    30   160 12358  6792  9528
    552   132    31     7  1327   646    12   103     3   233    68  5781
   3259     5     1]], shape=(1, 75), dtype=int32)",23.118000030517575,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2004,136.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31   3   2   3   2   3   2   3  31   3   6   3  31 262   3
    7   3 102   3   9   3   2   3  32   3  40   3  31   3   6   3  31   3
    2   3   2   3   2   3  87   3   2   3   2   3   2   3  31   3 908   1]], shape=(1, 72), dtype=int32)","tf.Tensor([[   37 11738    19   223    21     8   804  1340     5     1]], shape=(1, 10), dtype=int32)",7.876999855041504,12586.0
"tf.Tensor([[2659    9  702 1478    1]], shape=(1, 5), dtype=int32)",0,"tf.Tensor(
[[784   3  31 205   3  52   3  23   3  51   3  15   3  31   3   6   3  31
  332   3 107   3  52   3  23   3  40   3  40   3  15   3  52   3  31   3
  908   1]], shape=(1, 38), dtype=int32)","tf.Tensor([[7102    1]], shape=(1, 2), dtype=int32)","tf.Tensor(
[[   71  1021   388    28     3     9 19518 10669   581     3     9   268
      3    17    63   509   106   142 12160     7    11  5781     7   112
      3  8804   222  3062    11   258 14942    12   112  5868  3062    68
    255  4396    12  6220   160   126 17040    31     7 21620 10280     5
      1]], shape=(1, 49), dtype=int32)",6.935999870300293,"tf.Tensor([[784   3  31  27   3  29   3  26   3  23   3   9   3  31   3 908   1]], shape=(1, 17), dtype=int32)",1993,181.0,"tf.Tensor(
[[784   3  31   3   2   3   2   3   2   3   2   3   2   3   2   3  31   3
  908   1]], shape=(1, 20), dtype=int32)","tf.Tensor([[1]], shape=(1, 1), dtype=int32)",6.900000095367432,92.0
"tf.Tensor([[ 316 6424    1]], shape=(1, 3), dtype=int32)",1,"tf.Tensor(
[[784   3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3   6
    3  31 332   3 107   3  52   3  23   3  40   3  40   3  15   3  52   3
   31   3 908   1]], shape=(1, 40), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 5825  6251  7326  1079  7040  8102    31     7   515    12 27679    15
     28   112   259  5517    26  2512    19     3 12618    21     3     9
   2261  6494   116     6   676   227     3    88 16732    44   160   828
      6     8  1297   740    19   147  4914    29    57     3     9   563
     13 10287     7     5   438   385   199    45     8  5292  6251     6
   7624    75 22499  7040  8102  3369    91    12   712    18 20391   120
   9635     8  2290  2568    11   830     8  1282  3413   323     5     1]], shape=(1, 84), dtype=int32)",42.44400024414063,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1988,131.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31 309   3  15   3  76   3  17   3   7   3  75   3 107   3
   31   3   6   3  31  27   3  17   3   9   3  40   3  23   3   9   3  29
    3  32   3  31   3 908   1]], shape=(1, 61), dtype=int32)","tf.Tensor(
[[30907 10287     7     5   555  7326     5    37 11007    33   581  1079
   7040  8102   233   466    31     7   131     8   194     3    88   114
      7    34     5     1]], shape=(1, 28), dtype=int32)",7.765999794006348,9892.0
"tf.Tensor([[    3 30608  3234  6069     1]], shape=(1, 5), dtype=int32)",0,"tf.Tensor(
[[784   3  31 205   3  32   3  51   3  15   3  26   3  63   3  31   3   6
    3  31 391   3  32   3  51   3   9   3  29   3  75   3  15   3  31   3
  908   1]], shape=(1, 38), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 1955  3455   226  1306    19  2794    12   129     3     9  6817     3
     88   523    21   112  7071  1232     5  4582     3     9   939    13
   6765  4616     6     3    88  7864 10445   584   663     6    11     8
    146    32    43     3     9   939    13  1817     9    26  2169  7665
     84   560     3     9 30782   718  6069     5     1]], shape=(1, 57), dtype=int32)",10.194000244140623,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1938,102.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor(
[[  275    78  4396     8 21566  4472    13  5589  1955  3455   226  1306
     11  5964 10445   584   663     6     3     9     3    89 20224    18
    115 10761  5931   226    35    28   333    16   160   842    55     1]], shape=(1, 36), dtype=int32)",7.564000129699707,833.0
"tf.Tensor([[  622 12081  3151     7  4897     7     1]], shape=(1, 7), dtype=int32)",1,"tf.Tensor([[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 17), dtype=int32)","tf.Tensor([[2515    1]], shape=(1, 2), dtype=int32)","tf.Tensor(
[[  242  1021  1919    23   152  4940     3 25742   531   630    40     6
    280    19    80  1256  1419   227   430     5  3705 12279    57    16
  31750   342  3513     6   379   112 18339  1329  1362     6     3 25742
   1492     7   112   477    28   112   200  1565     6  4965    15     6
   1119    12   515    21     3     9   394   280     5   366    80    13
     70 15171  1550     3     9   210   651     6     3 25742  5542    95
     16  3169    28     8   973     6  1374    12   237    72 17824    28
   1149    63    51 27826  5015  5638     5     1]], shape=(1, 92), dtype=int32)",16.277999877929688,"tf.Tensor(
[[784   3  31 377   3  52   3   9   3  29   3  75   3  15   3  31   3 908
    1]], shape=(1, 19), dtype=int32)",1959,99.0,"tf.Tensor(
[[ 784    3   31  262    3   29    3  122    3   40    3   23    3    7
     3  107    3   31    3    6    3   31  377    3   52    3    9    3
    29    3 8970    3    9    3   23    3    7    3   31    3  908    1]], shape=(1, 42), dtype=int32)","tf.Tensor([[5126 8519 7927   18  115  295   21 4756    5    1]], shape=(1, 10), dtype=int32)",8.071000099182129,1844.0
"tf.Tensor([[1447    1]], shape=(1, 2), dtype=int32)",0,"tf.Tensor(
[[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3   6   3  31
  283   3  76   3   7   3  23   3  75   3  31   3   6   3  31 391   3  32
    3  51   3   9   3  29   3  75   3  15   3  31   3 908   1]], shape=(1, 51), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   71 10019  2096   348  8114  2242     7    38     3     9  2815 16244
     11  7511    21   112   600  1733     5   555   239     3     9 16870
    256 12549    17     6   113  3807     7     3     9   840  3014  3652
      6  6315   376    28     8  1506    24   255    19    92    46     3
  25149  7634    18 21101     5    37  3116  2204    12 11194     6    11
      8  3605    24    79 15283  3548     8   733    13    70 19919    53
    333     5     1]], shape=(1, 75), dtype=int32)",10.755999565124512,"tf.Tensor(
[[784   3  31  27   3  52   3  15   3  40   3   9   3  29   3  26   3  31
    3 908   1]], shape=(1, 21), dtype=int32)",2007,85.0,"tf.Tensor(
[[784   3  31   3   2   3  15   3   7   3 157   3   2   3  31   3   6   3
   31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31   3 908
    1]], shape=(1, 37), dtype=int32)","tf.Tensor([[571 557 103  25 253   8 269 568  58   1]], shape=(1, 10), dtype=int32)",7.390999794006348,1156.0
"tf.Tensor([[9236    1]], shape=(1, 2), dtype=int32)",0,"tf.Tensor(
[[784   3  31 309   3  32   3  75   3  76   3  51   3  15   3  29   3  17
    3   9   3  52   3  63   3  31   3 908   1]], shape=(1, 29), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 4800   683  2990    55  6963     8   280    11  8203    13  5964  9236
  27451    18  4744    75    63     6     3     9     3  4552    18  1201
     18  1490  1589  3017   122  3868  2335   113    65   118  6237    21
      8  2166    13  3017   887    13   945    21   147  1283   203     5
      1]], shape=(1, 49), dtype=int32)",1.3279999494552612,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2015,91.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[1]], shape=(1, 1), dtype=int32)",7.699999809265137,3.0
"tf.Tensor([[20644   493 19655     1]], shape=(1, 4), dtype=int32)",1,"tf.Tensor(
[[784   3  31  71   3  75   3  17   3  23   3  32   3  29   3  31   3   6
    3  31 205   3  52   3  23   3  51   3  15   3  31   3   6   3  31 309
    3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 49), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 5894    29    57 18914     6  2108  2378 13800 14914 19567     7   112
    280    12 19019    53    11  9589    53     8 13100    24 29230     7
    112   234     6 13031  1483   896     5   597   179    12   161   441
      8   358     6     3    88  1446   482     7     3     9   126  4810
      6     3     9  6083    13  2971    21     8  4336   365  7276     3
     18    37 20644     5     1]], shape=(1, 65), dtype=int32)",39.19900131225586,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 480   3  23   3
   29   3 122   3  26   3  32   3  51   3  31   3   6   3  31 412   3  29
    3  23   3  17   3  15   3  26 180   3  17   3   9   3  17   3  15   3
    7   3  32   3  89  71   3  51   3  15   3  52   3  23   3  75   3   9
    3  31   3 908   1]], shape=(1, 77), dtype=int32)",2005,140.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31   3   2   3   2   3   2   3   2   3  31   3   6   3  31
    3   2   3   2   3   2   3  31   3 908   1]], shape=(1, 47), dtype=int32)","tf.Tensor([[26567 14935     8 29816     5     1]], shape=(1, 6), dtype=int32)",7.695000171661377,18999.0
"tf.Tensor([[17654  1977     3  1033    55     1]], shape=(1, 6), dtype=int32)",0,"tf.Tensor([[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 17), dtype=int32)","tf.Tensor([[7102    1]], shape=(1, 2), dtype=int32)","tf.Tensor(
[[ 5245   803  1710    95    16  1547    44     8   919    13     8  3293
     35    29  2552   356    91    12   539     3     9   761 25990    12
   1759     8   684    31     7   416 18096  4811     5     1]], shape=(1, 34), dtype=int32)",6.885000228881836,"tf.Tensor([[784   3  31  27   3  29   3  26   3  23   3   9   3  31   3 908   1]], shape=(1, 17), dtype=int32)",2013,126.0,"tf.Tensor(
[[784   3  31   3   2   3   2   3   2   3   2   3   2   3   2   3  31   3
  908   1]], shape=(1, 20), dtype=int32)","tf.Tensor([[17491   233  3809  2330     5     1]], shape=(1, 6), dtype=int32)",6.853000164031982,109.0
"tf.Tensor([[21200   354   210    23     1]], shape=(1, 5), dtype=int32)",0,"tf.Tensor(
[[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3   6   3  31
  454   3  32   3  52   3  52   3  32   3  52   3  31   3   6   3  31 332
    3 107   3  52   3  23   3  40   3  40   3  15   3  52   3  31   3 908
    1]], shape=(1, 55), dtype=int32)","tf.Tensor([[  3 157  32   1]], shape=(1, 4), dtype=int32)","tf.Tensor(
[[   71 13841 12966  6496    21    46 11082  3979    24   164   991    12
      3     9 10620    21     3     9 18443  6722     5   216  2347    16
     89  7633    11    67     7     6    68     3     9  1717  3017  7316
     13  7752  5233  3200   376   223    12   280     5   852     6     3
     88    22     7    12    52    29   344  3251    11  1717 10008     6
     11    65     3     9   126 19732  3667    21     8  2512    13     3
      9  7352  1565     5     1]], shape=(1, 77), dtype=int32)",13.053000450134276,"tf.Tensor(
[[784   3  31 180   3  32   3  76   3  17   3 107 480   3  32   3  52   3
   15   3   9   3  31   3 908   1]], shape=(1, 26), dtype=int32)",2009,134.0,"tf.Tensor(
[[ 784    3   31  262    3   29    3  122    3   40    3   23    3    7
     3  107    3   31    3    6    3   31    3    2    3    2    3    2
     3   87    3    2    3    2    3    2    3   31    3    6    3   31
   377    3   52    3    9    3   29    3 8970    3    9    3   23    3
     7    3   31    3  908    1]], shape=(1, 62), dtype=int32)","tf.Tensor([[21284    53   227  3731  1329  5565     7     5     1]], shape=(1, 9), dtype=int32)",7.063000202178955,774.0
"tf.Tensor([[ 283    3   18 2820 3287  224   17  595  283    2   52  588    1]], shape=(1, 13), dtype=int32)",0,"tf.Tensor(
[[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3   6   3  31
   71   3  75   3  17   3  23   3  32   3  29   3  31   3   6   3  31 332
    3 107   3  52   3  23   3  40   3  40   3  15   3  52   3  31   3   6
    3  31 205   3  52   3  23   3  51   3  15   3  31   3 908   1]], shape=(1, 70), dtype=int32)","tf.Tensor([[20  1]], shape=(1, 2), dtype=int32)","tf.Tensor(
[[   86    48  2431  2968 23512     6 10001  9864    49    17     6     3
      9 10501 14804   113   554    63     7    30   502     6  2992     8
    992    13     3     9  3805  4308  2095   388 24963     5  9864    49
     17    31     7     3    88    77  1162 14461    33    78 27867  6761
     11 27582    12   690   280    24     3    88    19   237  7774    57
    717    16     8  6677    63   365  7276  1229     5   438   321  7326
      7    11  4336     7    16 13709     6     8  7738    49  1116  3384
      7    24   151    33    30   112  5032     6  5657   376   139     3
      9     3    17  5167     6 13647  5100  3332    12  6754  4831     5
      1]], shape=(1, 109), dtype=int32)",19.893999099731445,"tf.Tensor(
[[784   3  31 350   3  15   3  52   3  51   3   9   3  29   3  63   3  31
    3 908   1]], shape=(1, 21), dtype=int32)",1931,109.0,"tf.Tensor(
[[784   3  31 309   3  15   3  76   3  17   3   7   3  75   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[2645   19    8 7738   49   58    1]], shape=(1, 7), dtype=int32)",8.10099983215332,1825.0
"tf.Tensor([[  71 4725  302    1]], shape=(1, 4), dtype=int32)",0,"tf.Tensor(
[[784   3  31 454   3  23   3   7   3  17   3  32   3  52   3  63   3  31
    3   6   3  31 283   3  76   3   7   3  23   3  75   3  31   3   6   3
   31 309   3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 51), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[26513    71  4725   302 27855    19     3     9     3 24770  7799  1021
    584  4731     7    15 13075   113    73  7820  1222   120 12902     3
      9 19894  8374    16     8  7998    26    11  4187 12923  5158  9626
      5  7127   295    53 27855    21   321   112     3    88  2029  3040
   4026    11   112    64    35    23   179  3683     6     8  1385  4761
   5158  9626    19 11556 16647    57   112 23022    63    11  2992 22875
     28 27855    31     7   323  2857     6  1374    12     3     9    20
  19117  5336    24    65  5794  7702    21   321  1076     5     1]], shape=(1, 95), dtype=int32)",20.368000030517575,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1984,180.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3   6   3  31 309   3  15   3  76   3  17   3   7   3  75   3 107   3
   31   3   6   3  31  27   3  17   3   9   3  40   3  23   3   9   3  29
    3  32   3  31   3   6   3  31 301   3   9   3  17   3  23   3  29   3
   31   3 908   1]], shape=(1, 76), dtype=int32)","tf.Tensor([[7462   25   31  162 1943   19 1176  233    1]], shape=(1, 9), dtype=int32)",8.038999557495117,3685.0
"tf.Tensor([[  216 13031  4435     1]], shape=(1, 4), dtype=int32)",0,"tf.Tensor([[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 17), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   71  8498  1959    31     7  2353   398   653    12 15113   376    12
    281    12     3     9  1900    78     3    88    54   129     3     9
  10951  5714  7142     5     1]], shape=(1, 29), dtype=int32)",11.265999794006348,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1998,136.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[   37  2353     6     8   520    11     8 15273   467     5     1]], shape=(1, 11), dtype=int32)",6.752999782562256,608.0
"tf.Tensor([[  389   797   101    60 19747    16  1524     1]], shape=(1, 8), dtype=int32)",1,"tf.Tensor(
[[784   3  31 454   3  32   3  52   3  52   3  32   3  52   3  31   3   6
    3  31 205   3  32   3  51   3  15   3  26   3  63   3  31   3 908   1]], shape=(1, 36), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 2759   797 11618    16  2789    33 17263    57     3     9   130 19747
     24  5839    13     8   415     7    56  6264  8085     5     1]], shape=(1, 23), dtype=int32)",28.18899917602539,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 480   3  23   3
   29   3 122   3  26   3  32   3  51   3  31   3   6   3  31 412   3  29
    3  23   3  17   3  15   3  26 180   3  17   3   9   3  17   3  15   3
    7   3  32   3  89  71   3  51   3  15   3  52   3  23   3  75   3   9
    3  31   3 908   1]], shape=(1, 77), dtype=int32)",1981,97.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[ 493 3404    8 9023    5    1]], shape=(1, 6), dtype=int32)",7.361999988555908,2033.0
"tf.Tensor([[4488   60  157  204    1]], shape=(1, 5), dtype=int32)",1,"tf.Tensor(
[[784   3  31  71   3  29   3  23   3  51   3   9   3  17   3  23   3  32
    3  29   3  31   3   6   3  31 377   3   9   3  51   3  23   3  40   3
   63   3  31   3   6   3  31 205   3  32   3  51   3  15   3  26   3  63
    3  31   3   6   3  31 377   3   9   3  29   3  17   3   9   3   7   3
   63   3  31   3   6   3  31  71   3  26   3 208   3  15   3  29   3  17
    3  76   3  52   3  15   3  31   3   6   3  31 391   3  32   3  51   3
    9   3  29   3  75   3  15   3  31   3 908   1]], shape=(1, 120), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 4488    60   157     6  3188   106     9    11  1008  4397   356   326
     12  5186     6  5186    71  1343    12   942  3188   106     9    31
      7  2039    11  2353     5   299    59   921    19  1095     5  4488
     60   157    11     8  2671   253    34   614    12   129   590     6
     11   132    31     7  7012    16     8  5281     5    37 19270  8581
  21226  2928     7    24  4488    60   157    65  4464  3188   106     9
   1446    13   160  3885  9027 20330    53    11  3369    81     3 24512
     70  5281     5     1]], shape=(1, 88), dtype=int32)",75.66200256347656,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2004,93.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor([[1447 1286  430   97  233    1]], shape=(1, 6), dtype=int32)",7.234000205993652,10978.0
"tf.Tensor([[  37 2506 2671   13 8288    1]], shape=(1, 6), dtype=int32)",0,"tf.Tensor([[784   3  31 309   3  52   3   9   3  51   3   9   3  31   3 908   1]], shape=(1, 17), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[ 5209 12580  2472     6 22509  3121  3380   152  2204     7    34    31
      7    97    21    46  4472   227     3    88 13084   112  4727  1073
      6    78     3    88  2204     7    12   653   112  5851    16 22093
      6    11 16732   383     8   323  2857    13  1661   411  4045    15
      5  2146    27    26    23   736    77   639    12   579    11   987
      7  3121  3380   152    12   582   112   525  2472     5     1]], shape=(1, 71), dtype=int32)",16.16699981689453,"tf.Tensor(
[[784   3  31 350   3  15   3  52   3  51   3   9   3  29   3  63   3  31
    3   6   3  31 412   3  29   3  23   3  17   3  15   3  26 480   3  23
    3  29   3 122   3  26   3  32   3  51   3  31   3   6   3  31 412   3
   29   3  23   3  17   3  15   3  26 180   3  17   3   9   3  17   3  15
    3   7   3  32   3  89  71   3  51   3  15   3  52   3  23   3  75   3
    9   3  31   3 908   1]], shape=(1, 96), dtype=int32)",2006,123.0,"tf.Tensor(
[[ 784    3   31  262    3   29    3  122    3   40    3   23    3    7
     3  107    3   31    3    6    3   31  377    3   52    3    9    3
    29    3 8970    3    9    3   23    3    7    3   31    3    6    3
    31  309    3   15    3   76    3   17    3    7    3   75    3  107
     3   31    3    6    3   31  480    3   23    3    7    3  210    3
     9    3  107    3   23    3   40    3   23    3   31    3  908    1]], shape=(1, 84), dtype=int32)","tf.Tensor([[20330    53     5 29648     5  8054   588  1162     5     1]], shape=(1, 10), dtype=int32)",7.434000015258789,1831.0
"tf.Tensor([[ 968 4018    1]], shape=(1, 3), dtype=int32)",0,"tf.Tensor(
[[784   3  31 454   3  32   3  52   3  52   3  32   3  52   3  31   3   6
    3  31 283   3  63   3   7   3  17   3  15   3  52   3  63   3  31   3
    6   3  31 332   3 107   3  52   3  23   3  40   3  40   3  15   3  52
    3  31   3 908   1]], shape=(1, 59), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[   71   388   113     3 17095    16    20  9617  1765  3856 12110     3
  16526     7 11642   139     8     3    89   179    26   562   968  4018
     16     8 27676  2282     5 14902   227     3 19691    16     6     3
     88 11230     7  7746 17187     5     1]], shape=(1, 43), dtype=int32)",27.82999992370605,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",2007,104.0,"tf.Tensor(
[[784   3  31 262   3  29   3 122   3  40   3  23   3   7   3 107   3  31
    3 908   1]], shape=(1, 21), dtype=int32)","tf.Tensor(
[[  37  163   20 2157    7   16  562  968 4018   33  273  441   25    5
     1]], shape=(1, 15), dtype=int32)",6.664999961853027,3842.0
"tf.Tensor([[ 2003    63   549   106  1258     3   184     8 15769 15372     1]], shape=(1, 11), dtype=int32)",0,"tf.Tensor(
[[784   3  31 377   3   9   3  51   3  23   3  40   3  63   3  31   3   6
    3  31 377   3   9   3  29   3  17   3   9   3   7   3  63   3  31   3
    6   3  31 205   3  32   3  51   3  15   3  26   3  63   3  31   3 908
    1]], shape=(1, 55), dtype=int32)","tf.Tensor([[ 3 35  1]], shape=(1, 3), dtype=int32)","tf.Tensor(
[[  366 30409 11617   388  2003    63   549   106  1258 11236     3     9
   6556  1899    13  2093     7    11     3     9  1552    13   112  3711
   6291    12   874  5722  1082     6  4550    29    23   924 12707 10295
     15    17  2762     7     8  7069  4142    24    56   143   376     3
      9  4668     5     1]], shape=(1, 52), dtype=int32)",33.8380012512207,"tf.Tensor(
[[784   3  31 412   3  29   3  23   3  17   3  15   3  26 180   3  17   3
    9   3  17   3  15   3   7   3  32   3  89  71   3  51   3  15   3  52
    3  23   3  75   3   9   3  31   3 908   1]], shape=(1, 47), dtype=int32)",1971,100.0,"tf.Tensor(
[[ 784    3   31  377    3   52    3    9    3   29    3 8970    3    9
     3   23    3    7    3   31    3    6    3   31  262    3   29    3
   122    3   40    3   23    3    7    3  107    3   31    3    6    3
    31   27    3   17    3    9    3   40    3   23    3    9    3   29
     3   32    3   31    3    6    3   31  309    3   15    3   76    3
    17    3    7    3   75    3  107    3   31    3  908    1]], shape=(1, 82), dtype=int32)","tf.Tensor(
[[   94    31     7  4712  2781 12416  9203   440   102    17  2936    55
      1]], shape=(1, 13), dtype=int32)",7.478000164031982,2974.0
