Title,ID,budget,revenue,popularity,runtime,vote_average,vote_count
The Philadelphia Story,981,0,0,10.789,113,7.7,728
My Name Is Khan,26022,12000000,42345360,21.83,165,8.051,1142
Hable con ella,64,0,64803131,9.003,112,7.6,1114
Kal Ho Naa Ho,4254,0,0,9.449,186,7.42,323
Jab We Met,11807,2300000,4600000,8.059,138,7.321,223
Mildred Pierce,3309,1453000,5638000,8.962,111,7.653,324
The Thin Man,3529,226408,1423000,6.854,91,7.5,378
Gegen die Wand,363,0,11030861,9.532,117,7.442,467
Bin-jip,1280,0,3403957,14.215,88,7.805,995
Hiroshima mon amour,5544,0,3193,11.26,92,7.795,673
In a Lonely Place,17057,0,0,10.487,94,7.6,464
Hoje Eu Quero Voltar Sozinho,237791,2700000,0,9.732,96,7.982,868
Gully Boy,491625,5782853,33974264,8.361,156,7.48,148
Sullivan's Travels,16305,700000,1200000,9.552,91,7.495,384
Dev.D,15977,1700000,7600000,8.386,144,6.885,104
Little Women,331482,40000000,216601214,31.75,135,7.905,5448
Pride & Prejudice,4348,28000000,121616555,47.506,127,8.086,7107
The Notebook,11036,29000000,115603229,51.853,123,7.878,10300
About Time,122906,12000000,87100449,30.88,123,7.909,7533
Call Me by Your Name,398818,4000000,43143046,52.354,132,8.2,11098
Atonement,4347,30000000,131016624,16.695,123,7.657,3695
The Curious Case of Benjamin Button,4922,150000000,335802786,31.8,166,7.577,11542
Verdens verste menneske,660120,5000000,11800000,22.282,128,7.575,866
Cast Away,8358,90000000,429632142,28.327,143,7.659,10223
Walk the Line,69,28000000,186797986,17.319,136,7.492,2543
The Remains of the Day,1245,11500000,23237911,14.185,134,7.372,1099
Moonrise Kingdom,83666,16000000,68263166,11.395,94,7.689,5289
Mr. Nobody,31011,47000000,2331721,14.948,141,7.8,5408
My Fair Lady,11113,17000000,72661442,11.591,170,7.5,1116
La migliore offerta,152742,13500000,19255873,9.1,131,7.838,2586
Cabaret,10784,6000000,0,11.709,124,7.427,765
Pride,234200,0,7523634,9.23,122,7.74,1180
Once,5723,160000,20710513,13.125,85,7.391,1155
Gaslight,13528,2068000,0,12.294,114,7.53,387
Days of Heaven,16642,0,0,9.738,94,7.525,850
To Have and Have Not,22584,0,3650000,7.864,100,7.5,434
Manhattan,696,9000000,39946780,9.447,96,7.769,2076
Il postino,11010,0,0,10.764,109,7.944,1022
His Girl Friday,3085,0,0,10.519,92,7.428,691
Veer-Zaara,4251,7000000,29385320,8.71,192,7.418,219
L'avventura,5165,0,0,8.23,144,7.589,579
The Lunchbox,191714,3400000,17240000,8.783,104,7.33,603
Les parapluies de Cherbourg,5967,7,0,9.105,93,7.398,624
Great Expectations,9410,25000000,55494066,10.852,111,6.647,519
You Can't Take It with You,34106,1644736,7433101,8.583,126,7.5,326
Vicky Donor,103243,700000,0,4.862,122,6.844,144
Brokeback Mountain,142,14000000,178043761,17.958,134,7.803,6235
Tangled,38757,260000000,592461732,113.54,100,7.6,10202
(500) Days of Summer,19913,7500000,60781545,34.398,95,7.268,9084
Sense and Sensibility,4584,16000000,134582776,12.339,136,7.461,1462
The Last of the Mohicans,9361,40000000,75505856,17.188,112,7.39,2649
Silver Linings Playbook,82693,21000000,236412453,25.694,122,7.124,11076
En man som heter Ove,348678,0,30692889,13.06,116,7.619,962
Midnight in Paris,59436,17000000,151119219,14.615,94,7.539,6662
When Harry Met Sally...,639,16000000,92823546,15.405,96,7.4,3515
As Good as It Gets,2898,50000000,314178011,19.747,139,7.393,3336
The Fault in Our Stars,222935,14000000,307166834,29.807,126,7.602,10464
The Theory of Everything,266856,15000000,123726688,24.595,123,7.864,9875
Flipped,43949,14000000,1755212,22.28,89,8.0,2570
Good Bye Lenin!,338,4800000,79384880,10.179,121,7.563,2134
The Quiet Man,3109,1750000,3800000,12.694,129,7.334,430
Kaze tachinu,149870,30000000,117932401,25.921,126,7.781,2506
Belle de jour,649,0,0,13.161,101,7.416,733
Me and Earl and the Dying Girl,308369,0,0,9.476,105,7.6,2352
The African Queen,488,1000000,10750000,10.927,105,7.351,799
Chun gwong cha sit,18329,125000,5000000,12.945,96,7.6,553
Marty,15919,343000,3000000,8.745,90,7.5,313
Rockstar,79464,10920000,19660000,8.221,159,7.18,153
The Broken Circle Breakdown,137182,0,5475058,8.817,112,7.705,951
Jules et Jim,1628,0,0,8.391,110,7.638,831
Joyeux Noï¿½l,13394,60000000,0,18.198,28,6.3,721
The Purple Rose of Cairo,10849,15000000,10631333,8.619,82,7.415,879
Hana-bi,5910,0,0,9.904,103,7.679,556
Kapoor & Sons,374173,3577143,18897918,6.138,140,7.007,144
Stardust,2270,70000000,137515140,17.698,127,7.245,3627
Love Actually,508,40000000,244931766,18.121,135,7.105,5903
A Star Is Born,332562,36000000,433888866,25.357,136,7.506,10826
The Reader,8055,32000000,108902486,18.184,124,7.44,2682
Moulin Rouge!,824,52500000,179213434,19.06,128,7.584,4108
The Little Mermaid,447277,0,0,224.763,135,0.0,0
West Side Story,511809,100000000,74530532,20.202,157,7.062,1243
Breakfast at Tiffany's,164,2500000,9500000,19.37,114,7.687,3788
Romeo and Juliet,6003,0,38901218,16.959,138,7.358,580
The Birds,571,2500000,11500000,21.113,119,7.522,3523
The Illusionist,1491,16500000,87892388,17.837,110,7.29,4383
Do lok tin si,11220,0,0,19.283,98,7.74,773
Rushmore,11545,9000000,17096053,10.938,93,7.425,2150
Match Point,116,15000000,85306374,12.987,124,7.352,3668
Snow White and the Seven Dwarfs,408,1488423,184925486,61.928,83,7.114,6642
50/50,40807,8000000,39187783,12.708,100,7.156,3397
Sabrina,6620,2239000,10000000,16.056,113,7.526,1084
Dangerous Liaisons,859,14000000,34670720,8.82,119,7.234,995
From Here to Eternity,11426,1650000,30500000,9.925,118,7.334,535
Stranger Than Fiction,1262,30000000,53653224,7.329,113,7.256,2006
The Bridges of Madison County,688,24000000,182016617,14.804,135,7.7,1849
God's Own Country,428493,0,2559939,13.63,105,7.767,793
La Vie En Rose,1407,25000000,86274793,8.955,140,7.46,1433
Victoria,377275,0,4971428,5.854,97,5.765,375
Weekend,79120,120000,484592,8.534,96,7.311,468
Trois couleurs: Blanc,109,0,0,9.426,92,7.482,987
The Shootist,12584,0,8091910,20.014,100,7.088,294
Gilda,3767,2000000,6000000,8.592,110,7.571,476
Vampire Hunter D: Bloodlust,15999,0,151086,15.337,103,7.5,493
Inception,27205,160000000,825532764,81.758,148,8.362,33626
The Matrix,603,63000000,463517383,63.835,136,8.2,23135
The Empire Strikes Back,1891,18000000,538400000,36.225,124,8.392,15299
Interstellar,157336,165000000,701729206,113.892,169,8.4,31281
Star Wars,11,11000000,775398007,102.352,121,8.208,18568
Terminator 2: Judgment Day,280,102000000,520000000,57.992,137,8.097,11275
Back to the Future,105,19000000,381109762,58.496,116,8.3,17874
Alien,348,11000000,104931801,43.928,117,8.14,12745
Avengers: Endgame,299534,356000000,2794731755,102.255,181,8.3,23083
Spider-Man: Into the Spider-Verse,324857,90000000,375464627,92.803,117,8.407,12672
Avengers: Infinity War,299536,300000000,2046239637,215.824,149,8.3,26799
Aliens,679,18500000,183316455,45.757,137,7.921,8412
WALLï¿½E,298621,0,0,2.064,68,7.4,24
Eternal Sunshine of the Spotless Mind,38,20000000,72258126,27.918,108,8.101,13315
A Clockwork Orange,185,2200000,26589000,30.195,137,8.2,11567
2001: A Space Odyssey,62,12000000,71923560,32.435,149,8.085,10180
Star Wars: Episode VI - Return of the Jedi,1892,32350000,572700000,36.905,135,7.889,14161
Metropolis,19,1300000,650422,17.745,149,8.153,2311
Spider-Man: No Way Home,634649,200000000,1921847111,258.269,148,8.0,17285
Jurassic Park,329,63000000,920100000,22.218,127,7.935,14668
The Thing,1091,15000000,19629760,32.721,109,8.038,5964
V for Vendetta,752,54000000,132511035,33.562,132,7.898,13191
Mad Max: Fury Road,76341,150000000,378858340,55.516,121,7.574,20486
Blade Runner,78,28000000,41722424,38.131,118,7.934,12368
The Terminator,218,6400000,78371200,44.25,108,7.639,11419
Logan,263115,97000000,619021436,46.086,137,7.814,17714
Stalker,1004130,0,0,8.781,93,4.25,4
The Iron Giant,10386,70000000,23159305,37.237,86,7.922,4919
PK,297222,13000000,120000000,8.654,153,7.704,842
Everything Everywhere All at Once,545611,25000000,139200000,82.664,140,7.849,4565
Dune: Part One,438631,165000000,402027830,184.925,155,7.801,8784
Blade Runner 2049,335984,150000000,259239658,57.307,164,7.5,11799
Guardians of the Galaxy,447365,250000000,35000000,1529.948,150,8.461,331
Zack Snyder's Justice League,791373,70000000,0,128.357,242,8.212,8811
Her,152601,23000000,47351251,29.329,126,7.9,13068
The Avengers,24428,220000000,1518815515,123.892,143,7.7,28537
Donnie Darko,141,6000000,7500000,22.879,114,7.783,11181
The Martian,286217,108000000,630161890,36.929,141,7.673,18091
Twelve Monkeys,63,29000000,168841459,29.919,129,7.596,7442
Planet of the Apes,869,100000000,362211740,29.923,119,5.728,3549
Akira,149,10000000,553171,29.671,124,7.95,3524
Kaze no tani no Naushika,81,1000000,3301446,31.727,117,7.932,3034
Solaris,2103,47000000,30002758,11.231,99,5.903,1131
G.O.R.A.,27275,0,0,7.648,127,7.3,277
Avatar,19995,237000000,2923706026,171.406,162,7.569,29028
Edge of Tomorrow,137113,178000000,370541256,31.722,114,7.6,12459
Arrival,329865,47000000,203388186,39.549,116,7.58,16115
Iron Man,1726,140000000,585174222,68.778,126,7.6,24282
Thor: Ragnarok,284053,180000000,855301806,65.237,131,7.599,19033
Star Trek,13475,150000000,385680446,33.785,127,7.431,9108
E.T. the Extra-Terrestrial,601,10500000,792965500,27.047,115,7.507,10175
Children of Men,9693,76000000,70595464,23.196,109,7.603,6290
District 9,17654,30000000,210819611,31.687,112,7.414,8473
X-Men: Days of Future Past,127585,250000000,747862775,44.389,132,7.522,14113
Brazil,68,15000000,9900000,15.809,143,7.683,2915
The Man from Earth,13363,200000,0,15.883,87,7.63,2048
King Kong,254,207000000,562363449,30.799,187,6.858,7095
Avatar: The Way of Water,76600,460000000,2319331580,2244.6,192,7.712,7784
About Time,122906,12000000,87100449,30.88,123,7.909,7533
Rogue One,330459,200000000,1056057273,38.614,133,7.487,14006
Ghostbusters,43074,144000000,229147509,26.519,117,5.37,5829
Captain America: Civil War,271110,250000000,1153337496,65.706,147,7.4,21056
Star Wars: Episode VII - The Force Awakens,140607,245000000,2068223624,67.179,136,7.3,17973
Predator,106,15000000,98267558,48.145,107,7.491,6952
Captain America: The Winter Soldier,100402,170000000,714766572,38.439,136,7.675,17258
Back to the Future Part II,165,40000000,332000000,34.881,108,7.752,11462
Mr. Nobody,31011,47000000,2331721,14.948,141,7.8,5408
Big Hero 6,177572,165000000,657827828,94.605,102,7.739,14402
Gattaca,782,36000000,12532777,18.507,106,7.55,5583
Moon,17431,5000000,9760104,16.726,97,7.573,5079
Serenity,16320,39000000,38869464,14.64,119,7.37,3105
Isle of Dogs,399174,62770198,64337744,15.533,101,7.862,4250
The Day the Earth Stood Still,10200,80000000,233093859,16.875,104,5.588,3018
Frankenstein,3035,291000,12000000,13.814,70,7.511,1321
Batman: Mask of the Phantasm,14919,6000000,5617391,12.204,76,7.51,919
Cowboy Bebop: Tengoku no tobira,11299,0,0,14.433,115,7.7,725
Bride of Frankenstein,229,393750,2000000,15.834,75,7.6,792
Minnal Murali,657644,2800000,0,19.445,158,7.174,278
Deadpool 2,383498,110000000,785896609,75.241,120,7.492,15856
Ex Machina,264660,15000000,36869414,34.896,108,7.569,12064
Gravity,49047,105000000,723192705,21.372,91,7.158,14147
The Lego Movie,137106,60000000,469160692,25.166,100,7.41,7009
X: First Class,691677,0,0,8.163,30,6.9,23
Star Trek Into Darkness,54138,190000000,467365246,30.003,132,7.331,8400
Wreck-It Ralph,82690,165000000,471222889,69.264,101,7.324,11272
Star Trek II: The Wrath of Khan,154,12000000,96800000,12.144,113,7.5,1666
Invasion of the Body Snatchers,11850,3500000,24946533,9.393,116,7.2,879
Paprika,50270,0,0,35.449,99,7.061,334
Abre los ojos,1902,2900000,370720,11.975,117,7.47,873
The Fifth Element,18,90000000,263920180,54.902,126,7.524,9652
Watchmen,13183,130000000,185258983,27.259,163,7.326,8221
Guardians of the Galaxy Vol. 2,283995,200000000,863756051,352.704,137,7.622,19566
The Butterfly Effect,1954,13000000,96060858,36.302,113,7.55,6661
Minority Report,180,102000000,358372926,23.981,145,7.333,7737
Incredibles 2,260513,200000000,1242805359,59.622,118,7.486,11741
RoboCop,5548,13000000,53424681,24.135,102,7.287,4376
Star Wars: Episode III - Revenge of the Sith,1895,113000000,850000000,44.138,140,7.403,12375
Close Encounters of the Third Kind,840,20000000,306889114,16.71,137,7.4,3690
Despicable Me,20352,69000000,533679475,52.894,95,7.224,13891
The Fly,9426,15000000,60629159,26.373,96,7.4,3771
The Mitchells vs the Machines,501929,75000000,0,25.207,110,7.963,2381
Rise of the Planet of the Apes,61791,93000000,482860185,35.621,105,7.284,10550
Dark City,2666,27000000,27200316,11.766,100,7.3,2405
Mad Max 2,8810,2000000,24600832,20.956,96,7.389,3163
Dawn of the Planet of the Apes,119450,170000000,710644566,50.26,130,7.305,10085
Star Trek: First Contact,199,46000000,150000000,16.122,111,7.3,1530
Vampire Hunter D: Bloodlust,15999,0,151086,15.337,103,7.5,493
The Invisible Man,570670,7000000,144492724,23.639,124,7.139,5100
The Hunger Games: Catching Fire,101299,130000000,865011746,74.899,146,7.422,15786
A Quiet Place,447332,17000000,341000000,85.689,91,7.4,12683
28 Days Later...,170,5000000,85720385,32.434,113,7.202,5883
Doctor Strange,284052,180000000,676343174,76.328,115,7.4,20417
Total Recall,64635,125000000,198802074,27.17,118,5.978,4979
Upgrade,500664,5000000,16706680,21.114,100,7.502,3760
Contact,686,90000000,171120329,21.783,150,7.417,3879
Source Code,45612,32000000,147332697,44.871,94,7.293,7464
The Abyss,2756,70000000,90000098,13.86,140,7.329,2483
Forbidden Planet,830,1900000,3250000,11.666,98,7.276,777
The Time Machine,2135,80000000,123729176,19.589,96,6.2,1975
The Secret of NIMH,11704,7000000,14665733,12.591,82,7.453,687
The Curse of the Were-Rabbit,533,30000000,192610372,17.466,85,7.027,2340
Who Am I - Kein System ist sicher,284427,0,7700259,16.675,105,7.632,1344
Gojira,131669,0,0,1.12,188,8.2,5
Shang-Chi and the Legend of the Ten Rings,566525,150000000,432243292,143.861,132,7.617,8007
Spider-Man,557,139000000,821708551,71.495,121,7.267,17052
Ready Player One,333339,175000000,582890172,77.188,140,7.612,13985
Spider-Man: Homecoming,315635,175000000,880166924,71.824,133,7.35,19932
Wonder Woman,297762,149000000,822854286,44.389,141,7.24,18590
Spider-Man: Far from Home,429617,160000000,1131927996,67.221,129,7.459,13963
Predestination,206487,5500000,4942449,25.565,97,7.437,5702
Superman,1924,55000000,300218018,36.826,143,7.1,3313
Limitless,51876,27000000,161849455,38.357,105,7.182,9642
Looper,59967,30000000,47042000,26.688,118,6.87,9375
Cloud Atlas,83542,102000000,130482868,15.883,172,6.872,6507
Back to the Future Part III,196,40000000,244527583,23.349,119,7.464,9376
Spider-Man 2,558,200000000,783766341,23.71,127,7.24,13642
Galaxy Quest,926,45000000,90683916,13.232,101,7.056,1924
War for the Planet of the Apes,281338,150000000,490719763,42.337,140,7.155,7836
X2,36658,110000000,407711549,1.344,133,7.0,9162
Invasion of the Body Snatchers,11850,3500000,24946533,9.393,116,7.2,879
Frequency,10559,31000000,68106245,21.453,118,7.214,1509
2046,844,12000000,19271312,10.924,128,7.226,732
K-PAX,167,48000000,50315140,11.713,120,7.2,2081
Samï¿½ uï¿½zu,654974,0,0,29.836,93,5.002,503
Inosensu: Innocence,12140,0,9789651,14.677,100,7.285,724
Ant-Man,640146,200000000,464566092,5012.25,125,6.574,2218
Black Panther,505642,250000000,859102154,604.121,162,7.277,4720
Tenet,577922,205000000,365304105,45.29,150,7.2,8257
Starship Troopers,563,105000000,121214377,19.558,129,7.016,4204
Alita: Battle Angel,399579,170000000,404980543,48.551,122,7.212,8172
Avengers: Age of Ultron,99861,365000000,1405403694,96.656,141,7.28,21235
Men in Black,607,90000000,589390539,37.7,98,7.18,12457
X-Men,246655,178000000,543934787,51.678,144,6.515,11947
Lilo & Stitch,11544,80000000,273144151,49.605,85,7.507,5466
Okja,387426,50000000,0,15.853,122,7.395,3892
Unbreakable,9741,75000000,248118121,26.23,106,7.134,8366
Face/Off,754,80000000,245676146,28.394,138,7.013,4630
Equilibrium,7299,20000000,5359645,17.952,107,7.0,4012
Megamind,38055,130000000,321885765,42.009,96,6.949,6100
The Lego Batman Movie,324849,80000000,311950384,29.169,104,7.205,4427
Pi,946310,0,0,737.353,89,6.844,48
Despicable Me 2,93456,76000000,970761885,56.126,98,6.9,10305
Take Shelter,64720,5000000,3099314,6.753,120,7.047,1515
The Return of the Living Dead,10925,4000000,14237880,22.57,91,7.146,1759
I Origins,244267,0,336472,12.25,106,7.595,2940
Star Trek IV: The Voyage Home,168,24000000,133000000,14.719,119,7.185,1271
A.R.O.G,24426,8500000,9582732,4.632,127,6.911,203
The Hunger Games,70160,75000000,694394724,41.685,142,7.191,20202
Don't Look Up,646380,75000000,791863,42.192,138,7.153,6854
The Suicide Squad,436969,185000000,168717425,95.688,132,7.6,7248
A.I. Artificial Intelligence,644,100000000,235926552,15.545,146,7.041,5560
I Am Legend,6479,150000000,585410052,38.606,101,7.198,14297
A Quiet Place Part II,520763,61000000,297400000,100.168,97,7.528,5319
DC League of Super-Pets,539681,90000000,203000000,110.64,105,7.41,1214
They Live,8337,4000000,13008928,16.458,94,7.295,2562
10 Cloverfield Lane,333371,15000000,110216998,24.242,104,6.978,7160
Strange Days,281,42000000,7959291,13.163,145,7.008,1122
The Fountain,1381,35000000,15304890,13.649,96,6.938,2424
Sunshine,1272,50000000,34806812,12.752,107,6.954,3265
Coherence,220289,0,102617,38.938,89,7.254,2448
Treasure Planet,9016,140000000,109578115,29.653,95,7.529,3677
The Matrix Reloaded,604,150000000,738599701,36.138,138,7.036,9812
Videodrome,837,5952000,2120439,9.899,88,7.299,1861
Cube,431,350000,8969065,13.234,90,6.794,4171
Star Trek VI: The Undiscovered Country,174,27000000,96900000,10.553,113,7.0,1092
Re-Animator,1694,900000,2023414,10.35,86,7.023,1259
"20,000 Leagues Under the Sea",173,5000000,28200000,13.738,127,7.1,737
The Dead Zone,11336,10000000,20766616,14.529,103,7.017,1380
Fahrenheit 451,401905,0,0,12.484,100,5.423,750
The Andromeda Strain,10514,6500000,12376563,11.077,131,7.087,570
The Transformers: The Movie,1857,6000000,5849647,18.449,84,7.164,422
Dangal,360814,10400000,311000000,11.05,161,7.952,816
Warrior,59440,25000000,23308615,43.773,140,7.836,4028
Raging Bull,1578,18000000,23000000,18.34,129,7.965,3710
Bacheha-Ye aseman,21334,180000,925402,12.475,89,7.958,518
Bhaag Milkha Bhaag,206324,4600000,25000000,8.012,186,7.441,213
Paan Singh Tomar,96398,0,0,7.476,135,7.262,106
Rocky,1366,1000000,117250402,51.804,119,7.787,6821
Ford v Ferrari,359724,97600000,225508210,36.523,153,8.0,6591
Rush,96721,38000000,90247624,26.192,123,7.709,6394
Million Dollar Baby,70,30000000,216763646,20.701,132,7.961,8613
Lagaan: Once Upon a Time in India,19666,5200000,8100000,6.614,224,7.282,476
Chak De! India,14163,6300000,40000000,10.39,153,7.236,273
Cinderella Man,921,88000000,108539911,12.659,144,7.534,1921
The Hustler,990,2000000,7600000,9.852,134,7.7,817
The Wrestler,12163,6000000,44734660,8.959,109,7.528,3218
M.S. Dhoni: The Untold Story,388333,0,0,6.204,190,7.151,139
Remember the Titans,10637,30000000,136706683,18.444,113,7.625,2324
The Sandlot,11528,7000000,34348444,20.419,101,7.509,995
The Fighter,45317,25000000,93617009,11.331,116,7.378,3901
The World's Fastest Indian,9912,25000000,0,13.303,127,7.6,604
Kai po che!,168245,0,0,6.958,126,6.853,109
Les triplettes de Belleville,9662,9500000,14776760,9.792,80,7.377,811
Creed,312221,37000000,173567581,99.684,133,7.407,6683
The Blind Side,22881,29000000,309208309,38.683,129,7.681,5627
Moneyball,60308,50000000,110206216,17.06,134,7.252,4435
The Hurricane,10400,50000000,73956241,12.823,146,7.429,1219
"I, Tonya",389015,11000000,53939297,15.424,120,7.511,5223
King Richard,614917,50000000,30000000,29.842,145,7.745,1938
42,109410,40000000,95020213,23.023,128,7.147,1592
Waves,533444,6000000,2576990,13.578,135,7.421,519
The Art of Racing in the Rain,522924,18000000,33766787,23.126,109,8.222,1204
Field of Dreams,2323,15000000,84431625,14.368,107,7.122,1252
Rudy,14534,12000000,22750363,11.941,114,7.364,562
Le grand bleu,175,14390509,0,16.373,168,7.465,1260
83,601337,36786988,25452983,6.705,163,6.956,33
The Damned United,21641,10000000,0,7.707,97,7.25,548
The Swimmers,821881,0,0,23.488,134,7.556,369
Molly's Game,396371,30000000,59284015,17.825,140,7.145,3332
Miracle,14292,28000000,64445708,9.49,135,7.078,516
Hooligans,8923,0,3154346,10.85,109,7.255,2082
Hoosiers,5693,9000000,28607524,7.432,114,7.09,416
"McFarland, USA",228203,0,45710059,10.482,128,7.4,659
The Natural,11393,28000000,47951979,12.319,137,6.906,511
The Greatest Game Ever Played,15487,25000000,15431177,13.074,120,7.2,393
Searching for Bobby Fischer,14291,12000000,7266383,11.579,110,7.146,481
Jhund,665685,0,0,2.352,178,6.3,11
Hustle,705861,0,0,51.841,118,7.813,2040
Jerry Maguire,9390,50000000,273552592,18.147,139,6.9,2831
Coach Carter,7214,30000000,76669806,52.287,136,7.558,2483
A League of Their Own,11287,40000000,132440069,16.449,128,7.2,1192
Rocky II,1367,7000000,85182160,35.429,119,7.254,3803
The Karate Kid,38575,40000000,359126022,48.765,140,6.526,5389
Southpaw,307081,30000000,91709827,40.189,123,7.4,5048
The Basketball Diaries,10474,2000000,2381087,33.263,102,7.386,1712
Slap Shot,11590,0,28000000,9.094,123,6.865,304
Invictus,22954,60000000,122426792,12.255,134,7.19,3742
Seabiscuit,4464,87000000,148336445,11.96,141,6.997,719
Eddie the Eagle,319888,23000000,46152411,10.277,106,7.181,1927
Siu Lam juk kau,11770,10000005,42776760,27.39,113,7.068,1887
Cars,920,120000000,461983149,55.292,117,6.918,12548
Unbroken,227306,65000000,163442937,18.832,137,7.443,3788
Caddyshack,11977,6000000,39846344,12.339,98,6.632,984
Friday Night Lights,13416,30000000,61255921,12.003,118,6.918,460
Major League,9942,11000000,75000000,8.208,107,6.899,656
Glory Road,9918,0,42647449,30.568,118,7.437,640
Secretariat,39486,35000000,60321861,15.054,123,7.374,505
Peaceful Warrior,13689,0,0,9.274,120,7.471,357
Creed II,677179,75000000,269000000,1806.939,116,7.263,1276
Chariots of Fire,9443,5500000,58972904,16.545,124,6.845,755
Rocky Balboa,1246,24000000,155929020,32.248,101,6.836,3047
Fighting with My Family,445629,11000000,39055536,12.756,108,6.856,1503
Lords of Dogtown,9787,25000000,13411957,12.426,107,7.1,650
Concussion,321741,35000000,50363790,10.471,123,7.087,2335
Race,323677,5000000,24804129,10.708,134,7.258,1415
Gridiron Gang,9766,30000000,41480851,14.66,125,6.999,853
Chasing Mavericks,82684,0,7900000,8.308,117,7.024,496
Win Win,1000073,6000000,0,11.29,97,6.0,2
Happy Gilmore,9614,12000000,41205099,17.401,92,6.609,2298
Real Steel,39254,110000000,299268508,79.59,127,6.966,7284
Foxcatcher,87492,24000000,12096300,11.091,134,6.656,2072
Cool Runnings,864,14000000,154856263,10.356,98,6.988,1760
The Color of Money,11873,13800000,52293982,8.126,119,6.833,1134
Bull Durham,287,7000000,50888000,12.969,108,6.654,487
Soul Surfer,43959,18000000,47088990,19.631,112,7.047,1090
Invincible,11652,0,57806952,15.055,105,6.962,811
Pawn Sacrifice,245698,19000000,5578519,11.847,115,6.74,811
We Are Marshall,11170,65000000,43545364,10.404,124,6.879,594
Million Dollar Arm,198185,25000000,38307627,7.217,124,6.8,545
Sultan,452606,0,0,1.768,88,6.8,24
Yip Man chin chyun,44249,0,2708867,2.39,100,6.784,579
Kingpin,11543,27000000,25023434,15.044,114,6.512,726
Whip It,22798,15000000,16633035,9.66,111,6.734,936
Radio,13920,35000000,53293628,19.828,109,7.2,598
Any Given Sunday,9563,55000000,100230832,12.73,162,6.825,1453
The Rookie,14635,20000000,75597042,17.026,127,6.74,379
He Got Game,9469,25000000,21567853,12.277,136,6.755,607
Borg McEnroe,397538,7500000,16657800,7.502,108,6.943,1046
Rocky IV,1374,31000000,300473716,48.122,91,7.075,3846
Rocky III,1371,17000000,270000000,34.394,99,6.871,3578
Bloodsport,11690,1500000,65000000,21.231,92,7.0,1541
White Men Can't Jump,920125,0,0,14.383,101,0.0,0
Draft Day,200505,25000000,28831145,13.392,110,6.712,804
Goon,74387,0,6483963,9.642,92,6.427,793
Trouble with the Curve,87825,60000000,49000000,13.585,111,6.943,1353
Bleed for This,332979,6000000,6174491,8.933,116,6.817,678
The Football Factory,10296,0,0,7.317,91,6.365,203
Dodgeball: A True Underdog Story,9472,20000000,167722310,23.475,92,6.3,3087
Cars 3,260514,175000000,383925276,76.735,102,6.853,5054
The Way Back,529485,23000000,14590514,11.963,107,6.628,942
Hot Rod,10074,0,14353654,8.327,88,6.378,846
Bend It Like Beckham,455,3500159,76578641,9.287,112,6.301,1694
Surf's Up,9408,85000000,149044513,18.996,85,6.361,2173
Ali,8489,107000000,87713825,7.723,157,6.773,1497
Battle of the Sexes,369192,25000000,12638526,11.845,121,6.776,1684
Blood and Bone,22164,3700000,0,26.944,93,7.373,649
Hidalgo,2023,100000000,108103450,17.569,136,6.809,1049
"Mystery, Alaska",15198,28000000,8891623,7.125,119,6.227,209
Goal!,9763,10000000,27610873,22.507,118,6.717,976
The Legend of Bagger Vance,4958,80000000,39459427,9.1,126,6.537,784
Talladega Nights: The Ballad of Ricky Bobby,9718,72500000,162966177,14.546,108,6.342,1438
The Replacements,10393,50000000,50054511,21.439,118,6.6,815
Back to School,15596,11000000,91258000,11.015,96,6.317,369
Heavyweights,14819,10000000,17689177,7.028,100,6.1,320
Rollerball,11484,0,30000000,9.118,125,6.274,418
For Love of the Game,10390,50000000,46112640,8.62,138,6.5,359
Victory,45926,0,0,1.17,99,5.2,9
The Mighty Ducks,10414,10000000,50752337,5.868,101,6.6,745
Space Jam,2300,80000000,250200000,22.988,88,6.8,5450
BASEketball,14013,25000000,7027290,10.42,103,6.099,483
Never Back Down,8456,20000000,41627431,30.867,115,6.754,2085
Varsity Blues,14709,0,0,11.814,106,6.149,348
Run Fatboy Run,7942,10000000,33478921,8.388,100,6.165,593
The Longest Yard,9291,82000000,190320568,28.824,113,6.603,2934
Little Giants,20726,0,0,9.5,107,6.432,374
17 Again,16996,20000000,136316880,32.666,102,6.282,4650
Here Comes the Boom,87826,42000000,73100000,17.215,105,6.184,1291
Turbo,77950,135000000,282570682,23.516,96,6.173,2912
Hard Ball,744775,0,0,0.6,90,0.0,0
Kickboxer,10222,1500000,14697005,16.319,97,6.779,1181
Tin Cup,10478,45000000,53854588,10.065,135,6.024,446
Grudge Match,64807,40000000,44907260,10.959,113,6.069,1149
Mean Machine,9991,0,0,10.514,99,6.242,500
She's the Man,9655,20000000,33889159,17.292,105,6.783,2676
Blades of Glory,9955,53000000,118200000,12.772,93,6.099,1555
Stick It,10115,0,0,7.094,105,6.808,501
Wimbledon,11823,31000000,41512007,9.15,98,6.167,872
Toofaan,913462,0,0,0.883,21,0.0,0
Cars 2,49013,200000000,559852396,75.47,106,6.058,6882
The Karate Kid,38575,40000000,359126022,48.765,140,6.526,5389
The Cannonball Run,11286,18000000,72179579,10.443,95,6.1,527
The Game Plan,13680,22000000,147880543,17.002,110,6.456,1795
Death Race 2000,13282,300000,8000000,14.689,80,6.043,396
Lionheart,9399,6000000,24271196,37.659,105,6.522,882
